teacher_id,item_name,item_year,item_type,journal,journal_type,co_worker_in,co_worker_out,scholarship_type,equis
121802.0,全球化時代之跨國智慧財產爭議裁判管轄權：以2020年ILA「智慧財產權與國際私法指引」作為探討核心,2019,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
121802.0,以網路邊境管制降低專利跨境侵權風險？──美國國際貿易委員會Align Technology案之觀察與反思,2019,,,X,,詹喨嵎,Basic_or_Discovery_Scholarship,E8:Chapters in books
121802.0,人工輔助生殖醫學法律糾紛解決機制。第四屆兩岸四地衛生法研討會（香港城市大學法律學院主辦），香港,2016,,,X,,,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
121802.0,Profiling Customers with Big Data and Price Discrimination in Banks: Legal and Management Implications,2020,,,X,,,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
121802.0,Intellectual Property and Debt Finance: Cross-border Considerations. Security Interests in Intellectual Property in a Global Context (Springer Publishing),2017,,,X,,Toshiyuki Kono,Basic_or_Discovery_Scholarship,E8:Chapters in books
119430.0,中草藥萃取物的發明人認定／智財法院102民專上23民事判決,2019,期刊論文,Taiwan Law Journal (台灣法學雜誌),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
110327.0,【5G專題報導5-4】開放無線接取網路與核心網路成為新趨勢,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
119430.0,非合理使用之電影評論影片侵權人的刑事責任,2019,期刊論文,Taiwan Bar Journal (全國律師),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,Patent Eligibility Standard for Network Architecture Patents under the Federal Circuit’s Jurisprudence,2019,期刊論文,Santa Clara High Technology Law Journal,X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
115112.0,文化創意產業的知識中介(2/2),2020,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
115112.0,文化創意產業的知識中介(1/2),2019,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
115112.0,文化創意產業的公私協力:結合制度邏輯觀點,2018,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
115112.0,The performing arts festival as a platform for values co-creation,2016,,,X,,,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
115112.0,The management of corporate museums in Taiwan [on-going],2016,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
115112.0,The collaboration and relationships between the central government and cultural creative clusters: A case study of Huashan 1914 Creative Park,2019,,,X,,,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
115112.0,Exploratory Research on the Film Decision making Process with Multiple Formats,2019,,,X,,Sam Tzu-Hsiang Yuan,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
115112.0,哲學家來創業―哲學新媒體有限公司,2018,,,X,,劉世慶,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
115112.0,Country branding through the arts: the role of museums in positioning a nation on the global market,2020,,,X,,Victoria Rodner、Chloe Preece,Basic_or_Discovery_Scholarship,E8:Chapters in books
115112.0,105年文化創意產業專業中介組織政策分析,2016,,,X,郭秋雯、阮若缺,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
115112.0,英國創意產業中介組織之中介行為,2019,期刊論文,國內外文化產業訊息及趨勢分析雙月報,X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
115112.0,V&A的品牌重塑策略,2019,期刊論文,NEWSLETTER of Chinese Association Museums (博物館簡訊),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
115112.0,Creating value through the performing arts festival: A multi-stakeholder approach,2020,期刊論文,Journal of Macromarketing,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
115112.0,More democratic science communication: Exploring the role of science museums engaging with public with science,2016,期刊論文,Journal of Communication Research & Practice,O,,Shu-Lin Chiang,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
115112.0,Challenges in creating hybrid professionalism knowledge,2018,期刊論文,IT Professional,O,Rua-Huan Tsiah Che-Chuan Hsu,David Yen,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
115112.0,Visual Arts Marketing in East Asia,2018,期刊論文,Arts and the Market,X,,Chloe Preece,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
115112.0,Collaborations in hybrid organizations with competing institutional logics: A case of the creative industries,2018,,,X,,莊皓鈞,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
115112.0,國立歷史博物館文創行銷的品牌建構,2018,,,X,,辛治寧                     蔡立德,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
115112.0,博物館智慧財產管理,2020,,,X,蔡立德、洪誠孝,,Basic_or_Discovery_Scholarship,E7:Books (e.g. research monographs)
119430.0,"“Plasma Concentration-Time Profile” as an Indefinite Claim Term: A Lesson from Forest Labs., Inc. v. Teva Pharm. USA, Inc.",2019,期刊論文,Biotechnology Law Report,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,China’s Problematic Recognition of a Right of Priority Based on an Application Filed in Taiwan/Queen Mary Journal of Intellectual Property,2016,期刊論文,Queen Mary Journal of Intellectual Property,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,封鎖外國侵權網站得否為著作權人的救濟手段—從歐洲法院2014年UPC案判決反思/智慧財產評論,2016,期刊論文,NCCU Intellectual Property Review (智慧財產評論),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,Questionable Patent-Eligibility of IoT Technology,2019,期刊論文,Marquette Intellectual Property Law Review,X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,A Fake Right of Priority Under the Cross-Strait Agreement on Intellectual Property Right Protection and Cooperation/Marquette Intellectual Property Law Review,2016,期刊論文,Marquette Intellectual Property Law Review,X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,Patent English and Reading Skill Development for Court Decisions: Using Bilski v. Kappos 130 S. Ct. 3218 (2010) as a Case Study Material/語文與國際研究,2016,期刊論文,Languages and International Studies,X,,,Teaching_and_Learning_Scholarship,E1:Academic Research Articles
119430.0,Joinder of Unrelated Infringers as Defendants in Patent Litigation under the Jurisprudence of the United States District Court for Eastern District of Texas—A Critical Review/Journal of the Patent & Trademark Office Society,2016,期刊論文,Journal of the Patent & Trademark Office Society,X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,Copyright Collective Management as Compulsory Licensing in Taiwan,2019,期刊論文,Journal of International Business and Law,X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,"Definite Indefiniteness of ""Molecular Weight"" as a Claim Term for Polymer-Related Patents",2018,期刊論文,"Journal of Business, Entrepreneurship and the Law",X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,Problematic Federal District Court Approaches to the Joinder Clause under the America Invents Act/IDEA: The Journal of the Franklin Pierce Center For Intellectual Property,2016,期刊論文,IDEA: The Journal of the Franklin Pierce Center For Intellectual Property,X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,論不當得利返還請求權做為專利權侵害行為之救濟手段,2020,期刊論文,Hwa Kang Law Review (華岡法粹),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,從電視節目之商標性質論其著作權侵害與損害賠償計算,2018,期刊論文,Hwa Kang Law Review (華岡法粹),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,專利法先使用權之再思考/華岡法粹,2016,期刊論文,Hwa Kang Law Review (華岡法粹),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,"A Brand-Name Drug Company May Violate Section Two of the Sherman Act by Mislabeling a Submitted Patent in the Orange Book: An Implication from In Re Actos End-Payor Antitrust Litigation, 848 F.3d 89 (2d Cir. 2017)",2019,期刊論文,"Brooklyn Journal of Corporate, Financial & Commercial Law",X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,Trade Secret Protection of Genetically Engineered Rice Through the Economic Espionage Act: A Lesson from United States v. Weiqiang Zhang,2018,期刊論文,Biotechnology Law Report,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,"Not Just a Base, Use of “Swelling Agent” in a Claim for Emulsion Polymerization Patents: A Lesson from Organik Kimya AS v. Rohm & Haas Co.",2019,期刊論文,Biotechnology Law Report,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
107009.0,Design within Designs: Service Innovation for User Experience and Strategic Response to Adversity,2017,,,X,,"Jie Zeng, Yann-ru Lin",Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
119430.0,"A Design-Around Solution for a MMX-Based Tablet Drug Comprising Mesalazine—A Lesson from Shire Development, LLC v. Watson Pharmaceuticals, Inc.",2020,期刊論文,Biotechnology Law Report,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
119430.0,「凶宅資訊」做為營業秘密保護的例外—從臺灣高等法院104年度上訴字第339號刑事判決談起/全國律師,2016,期刊論文,Taiwan Bar Journal (全國律師),X,,,Applied_or_Integration_Application_Scholarship,E2:Practices-oriented Articles
110327.0,【半導體大購併為那樁？3-1】談指令集與指令集架構\,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
119430.0,"Incorrect Translation Causing a Claim to Be Indefinite Under 35 U.S.C. § 112—A Case Study of IBSA Institut Biochimique, S.A. v. Teva Pharmaceuticals USA, Inc.",2020,期刊論文,Biotechnology Law Report,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
110327.0,【半導體大購併為那樁？3-3】充實羽翼飛向運算新時代(系列3-3),2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
101854.0,著作權間接侵權之適用--論智財法院104年度刑智上易字第82號刑事判決,2016,期刊論文,Court Case Times (月旦裁判時報),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101854.0,商標權利耗盡再翻轉--最高法院108年度臺上字第397號民事判決評析,2020,期刊論文,Court Case Times (月旦裁判時報),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101854.0,從專利到營業秘密--智財保護新趨勢顯現,2019,期刊論文,Angle Accounting Magazine (月旦會計實務研究),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
121259.0,變革免疫: 哈佛專家教你不靠意志力打造變革 體質,2017,,,X,,陸洛,Basic_or_Discovery_Scholarship,E7:Books (e.g. research monographs)
121259.0,職場人員創造力訓練之理論與實務：以臺 灣、香港、新加坡為例,2016,,,X,,徐聯恩、楊琮熙,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
121259.0,團隊衝突和團隊創造力：衝突轉化之理論模型與實 徵研究。,2020,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
121259.0,過猶不及：領導者自戀和部屬創造力之曲線關係,2018,,,X,,,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
101854.0,"美中貿易新冷戰
台灣如何避免掃到颱風尾？",2019,期刊論文,Learning & Development (能力雜誌),X,,,Applied_or_Integration_Application_Scholarship,E2:Practices-oriented Articles
121259.0,當我們同在一起─建構從認同到合作之高效能團隊。台北市：前程出版社。,2017,,,X,,陸洛、吳欣蓓,Applied_or_Integration_Application_Scholarship,E7:Books (e.g. research monographs)
121259.0,設計思考教育在商管學院的實踐經驗,2017,,,X,,宋世祥,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
121259.0,自戀型領導者與員工的創造力：雙路徑模式,2017,,,X,,,Basic_or_Discovery_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
121259.0,Understanding the curvilinear relationships between leader narcissism and subordinate creativity.,2019,,,X,,,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
121259.0,Presenteeism and Innovative Behavior,2018,,,X,,,Basic_or_Discovery_Scholarship,E7:Books (e.g. research monographs)
121259.0,Intrinsic and extrinsic motivation synergy on R&D employee creativity and work performance in an ODM company,2018,,,X,,,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
121259.0,Curvilinear relationship between presenteeism and innovative behavior: Moderating role of supervisory support.,2019,,,X,,,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
121259.0,Multilevel influences of transactive memory systems on individual innovative behavior and team innovation,2016,期刊論文,Thinking Skills and Creativity,O,,"Chang, P. F., Albanese, D., Yu, M. J., Wu, J. J., & Chuang, H. J.",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
121259.0,無上限休假之創新擴散效果：以 G 公司為 例,2018,,,X,,詹怡芬、許悅聰,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
101854.0,著作權大鬥法 合理使用有前提,2017,期刊論文,Learning & Development (能力雜誌),X,,,Applied_or_Integration_Application_Scholarship,E2:Practices-oriented Articles
101854.0,以他人商標作為公司名稱是否構成商標權之侵害？,2018,期刊論文,Taiwan Jurist (月旦法學教室),X,,,Teaching_and_Learning_Scholarship,E1:Academic Research Articles
101854.0,員工侵害營業秘密法人是否亦應負責？,2018,期刊論文,Taiwan Jurist (月旦法學教室),X,,,Teaching_and_Learning_Scholarship,E1:Academic Research Articles
110327.0,【半導體大購併為那樁？3-2】處理器的種類與應用,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
107009.0,Constrains to Collectives: Strategic Resource Conversion in Business Model Innovation,2017,,,X,,"Yen-Kuan Wu, Jie Zeng",Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
107009.0,City as Strategic Resources: How Hoshino Hotel Transformed Asahikawa into an Urban Resort,2019,,,X,,Yun Su,Basic_or_Discovery_Scholarship,E4:Papers in Academic conferences
107009.0,逆勢拼湊：化資源制約為創新來源,2017,期刊論文,Sun Yat-Sen Management Review (中山管理評論),O,,歐素華 吳彥寬,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
107009.0,境隨心轉：服務隨創中的認知轉移與資源轉換,2019,期刊論文,Organization and Management (組織與管理),O,,徐嘉黛,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
107009.0,資源流：聯合報系複合商業模式的形成,2017,期刊論文,Organization and Management (組織與管理),O,,歐素華,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
107009.0,負負得正：相依性如何促成負資源轉換,2018,期刊論文,Organization and Management (組織與管理),O,,歐素華           陳煥宏,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
107009.0,逆強論：隨創式的資源建構過程,2017,期刊論文,NTU Management Review (臺大管理論叢),O,,歐素華 蘇筠,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101854.0,商標權與關鍵字廣告,2018,,,X,,謝銘洋、．沈宗倫、王敏銓、陳昭華、劉孔中、陳育廷、扈心沂,Applied_or_Integration_Application_Scholarship,E7:Books (e.g. research monographs)
101854.0,"Managing Innovation and Cultural Knowledge Successfully: The Case of the National Palace Museum, Routledge",2016,,,X,,,Teaching_and_Learning_Scholarship,E9:Textbooks
101854.0,論文物藝術品攝影著作之保護與利用,2016,期刊論文,The Taiwan Law Review (月旦法學雜誌),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101854.0,智慧財產權侵權類型與認定,2020,期刊論文,Taiwan Jurist (月旦法學教室),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101854.0,從人類創作到AI創作：智財權權利主體與權利歸屬之挑戰,2020,期刊論文,Taiwan Jurist (月旦法學教室),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101854.0,專利授權契約之類型與解除,2017,期刊論文,Taiwan Jurist (月旦法學教室),X,,,Teaching_and_Learning_Scholarship,E1:Academic Research Articles
101854.0,基本原則探討(1)：從國內耗盡到國際耗盡,2020,期刊論文,Taiwan Jurist (月旦法學教室),X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101854.0,員工攜帶公司資料跳槽是否一定侵害營業秘密？,2019,期刊論文,Taiwan Jurist (月旦法學教室),X,,,Teaching_and_Learning_Scholarship,E1:Academic Research Articles
121259.0,Do funding sources matter?: The impact of university-industry collaboration funding sources on innovation performance of universities,2019,期刊論文,Technology Analysis & Strategic Management,O,,"Huang, M. H., & Chen, D. Z.",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
121259.0,激勵員工創新行為：組織創新氛圍跨層 次分析與創新效能感之中介效果,2018,期刊論文,Soochow Journal of Economics and Business (東吳經濟商學學報),X,,徐聯恩、陳信宏,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
101854.0,Legal Issues Regarding Innovative Museum Services in a Mobile and Cloud Computing Environment—Examples of Copyright and Licensing Issues for the NPM,2016,,,X,,,Teaching_and_Learning_Scholarship,E9:Textbooks
121259.0,從零到一：設計創業團隊的形成歷程,2018,期刊論文,Journal of Technology Management (科技管理學刊),O,,凌漢璋,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
113045.0,創作交流平台經營模式與著 作權議題之研究,2018,期刊論文,Industry and Management Forum (產業與管理論叢),O,,張文愷,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
113045.0,迎接訂閱新浪潮,2020,期刊論文,Harvard Business Review (哈佛商業評論),X,,廖長健,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
110327.0,衛星和你想的不一樣：別再說星鏈計畫是6G了！,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
110327.0,電機系出路廣，資工系價值高，差異到底在那裡？,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
110327.0,電動車和你想的不一樣：只是炒作？真的會造成缺電嗎？,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
110327.0,鉅額交易震撼市場：軟銀花320億美元收購ARM現在要找誰接手？,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
110327.0,量子科技有真有假台灣發展方向在哪？,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
113045.0,【個案研究台灣版】平價餐飲連鎖店的成長抉擇,2020,期刊論文,哈佛商業評論,X,,賴威光,Applied_or_Integration_Application_Scholarship,E6:Published Case Studies
110327.0,區塊鏈的真相四：為什麼區塊鏈大部分的應用都是為區塊鏈而區塊鏈？,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
110327.0,區塊鏈的真相三：為什麼區塊鏈不等於去中心化、不可篡改、可以信任？,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
110327.0,區塊鏈的真相二：為什麼說比特幣的區塊鏈是一種唬人的雕蟲小技？,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
110327.0,區塊鏈的真相一：一種唬人的雕蟲小技，發展成令全球瘋狂的現代版國王新衣,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
110327.0,真正的6G來了！使用太赫茲(THz)電磁波，頻寬將可達5G的1百倍,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
110327.0,以區塊鏈與人工智慧建立專家知識社群研發計畫(自107年10月1日至109年3月31日止),2019,,,X,,,Applied_or_Integration_Application_Scholarship,E3:Studies and Reports commissioned by companies and gov't agencies(企業、政府、科技部產學合作計畫)
121259.0,團隊社會特質與團隊產出：團隊信任和團隊凝聚力之角色,2017,期刊論文,Organization and Management (組織與管理),O,,陸洛,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
110327.0,中國大陸傾力發展第三代半導體，我們穩贏嗎？,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
110327.0,區塊鏈的真相六：區塊鏈最大的價值在商業模式而非神奇技術,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
113045.0,Life 8: 從online走向O2O整合,2020,,,X,,王為令,Applied_or_Integration_Application_Scholarship,E6:Published Case Studies
110327.0,區塊鏈的真相五：區塊鏈的功能：唬外行人做行銷、地位平等做生意,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E15:Other(Please describe)其他(科技部學術型計畫 MOST Research Project)
113045.0,大雅廚房器具有限公司「AI商學院-中小企業新定向領導專班」計畫案,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E3:Studies and Reports commissioned by companies and gov't agencies(企業、政府、科技部產學合作計畫)
121259.0,Flow as a mediator between psychological ownership and employees’ subjective happiness.,2019,期刊論文,Journal of Managerial Psychology,O,,"Hou, S. T., & Lin, Y. H.",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
121259.0,Strengthening the bond and enhancing team performance: Emotional intelligence as the social glue,2017,期刊論文,Journal of Organizational Effectiveness: People and Performance,O,,陸洛,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
113045.0,千富企業有限公司「AI商學院-中小企業新定向領導專班」計畫案,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E3:Studies and Reports commissioned by companies and gov't agencies(企業、政府、科技部產學合作計畫)
121259.0,勉強出勤和員工創新行為之曲線關係：積極動 機與消極動機之調節效果,2020,期刊論文,Journal of Human Resource Management (人力資源管理學報),O,,陸洛,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
121259.0,組織創新活力量表：量表編製及其複核效度之驗 證,2018,期刊論文,Journal of Business Administration (企業管理學報),X,,徐聯恩,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
113045.0,豐藝電子股份有限公司「AI商學院-中小企業新定向領導專班」計畫案,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E3:Studies and Reports commissioned by companies and gov't agencies(企業、政府、科技部產學合作計畫)
113045.0,新呈工業股份有限公司「AI商學院-中小企業新定向領導專班」計畫案,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E3:Studies and Reports commissioned by companies and gov't agencies(企業、政府、科技部產學合作計畫)
113045.0,創維塑膠股份有限公司「AI商學院-中小企業新定向領導專班」計畫案,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E3:Studies and Reports commissioned by companies and gov't agencies(企業、政府、科技部產學合作計畫)
113045.0,康聯訊科技：智慧家庭的佈局,2020,,,X,,陳友信,Applied_or_Integration_Application_Scholarship,E6:Published Case Studies
121259.0,組織學習：推動台灣企業創新的動能,2016,期刊論文,Industry Management Review (產業管理評論),X,,黃政仁、周齊武,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
113045.0,振禾食品有限公司「AI商學院-中小企業新定向領導專班」計畫案,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E3:Studies and Reports commissioned by companies and gov't agencies(企業、政府、科技部產學合作計畫)
113045.0,台中精機廠股份有限公司「AI商學院-中小企業新定向領導專班」計畫案,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E3:Studies and Reports commissioned by companies and gov't agencies(企業、政府、科技部產學合作計畫)
113045.0,映象有限公司「AI商學院-中小企業新定向領導專班」計畫案,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E3:Studies and Reports commissioned by companies and gov't agencies(企業、政府、科技部產學合作計畫)
113045.0,東元電機股份有限公司高階主管培訓課程,2019,,,X,,,Applied_or_Integration_Application_Scholarship,E3:Studies and Reports commissioned by companies and gov't agencies(企業、政府、科技部產學合作計畫)
113045.0,台灣大車隊：生活大管家的下一步？,2020,,,X,,李瓊淑,Applied_or_Integration_Application_Scholarship,E6:Published Case Studies
113045.0,康聯訊公司的兩難決定,2019,,,X,,陳友信,Applied_or_Integration_Application_Scholarship,E6:Published Case Studies
113045.0,台萬工業股份有限公司「AI商學院-中小企業新定向領導專班」計畫案,2020,,,X,,,Applied_or_Integration_Application_Scholarship,E3:Studies and Reports commissioned by companies and gov't agencies(企業、政府、科技部產學合作計畫)
113045.0,台灣大車隊,2020,,,X,,李瓊淑、廖均芙,Applied_or_Integration_Application_Scholarship,E6:Published Case Studies
110954.0,學術創業：動態競爭理論從無到有的歷程,2016,期刊論文,管理學季刊,X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
110954.0,"Competitive Dynamics: Eastern Roots, Western Growth",2016,期刊論文,Cross Cultural and Strategic Management,O,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
110954.0,精一管理：企業永續經營的生生之道,2016,期刊論文,清華經管評論,X,,,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
110954.0,Ambiculturism: Seeking the Multicultural Middle,2016,,,X,,Gerry Yemen,Teaching_and_Learning_Scholarship,E6:Published Case Studies
110954.0,Optimizing Academic Articles: A Practical Guide for Managers,2020,期刊論文,Asian Case Research Journal,O,,Michael Hovick,Basic_or_Discovery_Scholarship,E1:Academic Research Articles
110954.0,Competitor Acumen: The Heart of Competitor Analysis,2017,,,X,,Mary Summers Whittle,Teaching_and_Learning_Scholarship,E6:Published Case Studies
110954.0,Wingtech Acquires Nexperia: Will the New Company Fly,2020,,,X,,"Yi Ping Chan, Mary Summers Whittle",Teaching_and_Learning_Scholarship,E6:Published Case Studies
110954.0,A Pig in a Poke? Shuanghui’s Acquisition of Smithfield,2020,,,X,,"Yi Ping Chan, Jenny Craddock",Teaching_and_Learning_Scholarship,E6:Published Case Studies
110954.0,US–China Tensions in Class (D): Bruised Feelings,2020,,,X,,"Lydia Fairfax, JianYe (Jacky) Feng,  Mary Summers Whittle",Teaching_and_Learning_Scholarship,E6:Published Case Studies
110954.0,US–China Tensions in Class (C): Managing International Diversity in Turbulent Times,2020,,,X,,"Lydia Fairfax,  JianYe (Jacky) Feng",Teaching_and_Learning_Scholarship,E6:Published Case Studies
110954.0,"US-China Tensions in Class (B): Balancing the Professional, Political, and Personal",2020,,,X,,"Lydia Fairfax,  JianYe (Jacky) Feng",Teaching_and_Learning_Scholarship,E6:Published Case Studies
110954.0,US-China Tensions in Class (A): International Politics Meets Interpersonal Relationships,2020,,,X,,"Lydia Fairfax, JianYe (Jacky) Feng,  Mary Summers Whittle",Teaching_and_Learning_Scholarship,E6:Published Case Studies
110954.0,The Culture-Strategy-Execution Trio: A How-To Guide,2020,期刊論文,Asian Case Research Journal,O,,"Yi Ping Chan,  Charles Tucker",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
110954.0,Wingtech Acquires Nexperia: Will the New Company Fly,2020,期刊論文,Asian Case Research Journal,O,,"Yi Ping Chan,  Mary Summers Whittle",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
110954.0,Portfolio Recovery Associates: Competitive Advantage through Capabilities,2020,期刊論文,Sage Business Cases,X,,"Anil, Nair,        AS Oksoy",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
110954.0,Smithfield Foods: Activists and Acquisitions,2020,期刊論文,Asian Case Research Journal,O,,"Ruo Jia,       Gerry Yemen",Basic_or_Discovery_Scholarship,E1:Academic Research Articles
110954.0,明哲文選系列叢書       系列叢書三 文化雙融：執兩用中的戰略新思維,2020,,,X,,,Basic_or_Discovery_Scholarship,E7:Books (e.g. research monographs)
